Name	Day	Start time	End time	Week pattern	Location	Room Size	Class Size	Staff	Department
ECNU414.S/01	Friday	11:05	11:55	2-5, 9-12	C.2B46	20	20	Stylianos Asimakopoulos	MGTECN
ECNU414.S/02	Friday	12:05	12:55	2-5, 9-12	C.2V3	20	20	Stylianos Asimakopoulos	MGTECN
ECNU48E.CL#	Tuesday	15:05	15:55	3-6, 8-12	C.1A13	34	10	Mirko Moro	MGTECN
ECNU48E.L#	Monday	09:05	10:55	1-6, 8-12	C.4W4	24	9	Mirko Moro	MGTECN
ECNU48E.L#	Wednesday	09:05	09:55	1-6, 8-12	C.4W2	24	9	David Comerford/Mirko Moro	MGTECN
EDRP001.S#	Tuesday	14:05	15:55	2-6, 8-12	P.A5	20	10		EDURES
EDUU9E1.L#	Monday	12:05	12:55	2-6, 8-12	C.LTLogie	350	350	Greg Mannion	EDUITE
EDUU9E1.S/01	Monday	15:05	16:55	2-6, 8-12	P.C22	30	20		EDUITE
EDUU9E1.S/02	Monday	15:05	16:55	2-6, 8-12	P.C23	30	20		EDUITE
EDUU9E1.S/03	Monday	16:05	17:55	2-6, 8-12	C.2B48	28	20		EDUITE
EDUU9E1.S/04	Tuesday	09:05	10:55	2-6, 8-12	P.C22	30	20		EDUITE
EDUU9E1.S/05	Tuesday	10:05	11:55	6	C.2B38	28	20		EDUITE
EDUU9E1.S/05	Tuesday	10:05	11:55	2-5, 8-12	P.C25	35	20		EDUITE
EDUU9E1.S/06	Tuesday	12:05	13:55	2-5, 8-12	P.C25	35	20		EDUITE
EDUU9E1.S/06	Tuesday	12:05	13:55	6	C.2W5*	20	20		EDUITE
EDUU9E1.S/07	Tuesday	12:05	13:55	2-6, 8-12	P.A5	20	20		EDUITE
EDUU9E1.S/08	Tuesday	12:05	13:55	2-6, 8-9, 12	P.C23	30	20		EDUITE
EDUU9E1.S/08	Tuesday	12:05	13:55	10-Nov	C.2W5*	20	20		EDUITE
EDUU9E1.S/09	Tuesday	13:05	14:55	2-6, 8-12	P.C22	30	20		EDUITE
EDUU9E1.S/10	Tuesday	15:05	16:55	2-6, 8-12	P.C22	30	20		EDUITE
EDUU9E1.S/11	Wednesday	09:05	10:55	2-6, 8-10, 12	P.C22	30	20		EDUITE
EDUU9E1.S/11	Wednesday	09:05	10:55	11	C.2B44	20	20		EDUITE
EDUU9E1.S/12	Thursday	12:05	13:55	2-4, 6, 8-12	P.A5	20	20		EDUITE
EDUU9E1.S/12	Thursday	12:05	13:55	5	C.2A9	26	20		EDUITE
EDUU9E1.S/13	Thursday	13:05	14:55	2-6, 8-12	P.C22	30	20		EDUITE
EDUU9E1.S/14	Thursday	14:05	15:55	2-4, 6, 8-12	P.A5	20	20		EDUITE
EDUU9E1.S/14	Thursday	14:05	15:55	5	C.2A11	26	20		EDUITE
EDUU9E1.S/15	Thursday	15:05	16:55	2-4, 6, 8-12	P.C23	30	20		EDUITE
EDUU9E1.S/15	Thursday	15:05	16:55	5	C.2A9	26	20		EDUITE
EDUU9E1.S/16	Thursday	16:05	17:55	2-6, 8-12	C.2B38	28	20		EDUITE
EDUU9E1.S/17	Friday	10:05	11:55	2-6, 8-12	P.C23	30	20		EDUITE
EDUU9E1.S/18	Friday	11:05	12:55	2-6, 8-12	C.2X4	32	20		EDUITE
EDUU9E1.S/19	Friday	11:05	12:55	2-6, 8-12	C.4W4	24	20		EDUITE
EDUU9E1.S/20	Friday	14:05	15:55	3-6, 8-12	P.C23	30	20		EDUITE
EDUU9E1.S/20	Friday	14:05	15:55	2	P.C25	35	0		EDUITE
EDUU9E3.L#	Thursday	14:05	14:55	1-6, 8-12	P.PLT	210	160		EDUITE
EDUU9E5.L#	Wednesday	09:05	09:55	02-Jun	C.LTB3	112	110		EDUITE
EDUU9P3.L#	Monday	10:05	10:55	1-6, 8-12	C.LTW1	94	50		EDUITE
EDUU9P5.L#	Monday	14:05	14:55	1-6, 8-12	P.LTA96	75	43		EDUITE
EGMP018.L#	Thursday	14:05	17:55	12	C.2B88	30	30	Seda Erdem/Frans De Vries	MGTECN
EGMP018.L#	Thursday	15:05	17:55	3-6, 8-11	C.2B88	30	30	Frans De Vries/Seda Erdem	MGTECN
EGMP018.S#	Friday	11:05	12:30	4-6, 8-12	C.2A19	30	30	Seda Erdem	MGTECN
EGMP057.L#	Friday	14:05	16:55	08-Nov	C.LTB4	179	36	Chris Ball	MGTECN
EGMP057.L#	Monday	14:05	16:55	08-Nov	C.2B121#	36	36	Chris Ball	MGTECN
EGMP057.L#	Thursday	09:05	12:55	4	C.2A87	60	20		MGTECN
EGMP057.L#	Tuesday	10:05	13:55	4	C.2B121#	36	36		MGTECN
EGMP057.L#	Wednesday	13:05	16:55	4	C.2A87	60	36		MGTECN
ENGU901.L#	Thursday	11:05	11:55	1-6, 8-12	P.PLT	210	210	Angus Vine/Kirstie Blair	ARHLTL_English
ENGU901.L#	Tuesday	14:05	14:55	1-6, 8-12	P.PLT	210	210	Angus Vine/Kirstie Blair	ARHLTL_English
ENGU901.S/01	Monday	10:05	10:55	2-6, 8-12	P.D2*	20	20		ARHLTL_English
ENGU901.S/02	Monday	12:05	12:55	2-6, 8-12	P.D2*	20	20		ARHLTL_English
ENGU901.S/03	Monday	14:05	14:55	2-6, 8-12	P.SC3/4#	48	20		ARHLTL_English
ENGU901.S/04	Monday	15:05	15:55	2-6, 8-12	P.SC3/4#	48	20		ARHLTL_English
ENGU901.S/05	Thursday	10:05	10:55	2-6, 8-12	P.SC2*	20	20		ARHLTL_English
ENGU901.S/06	Thursday	15:05	15:55	2-6, 8-12	P.D2*	20	20		ARHLTL_English
ENGU901.S/07	Friday	10:05	10:55	2-6, 8-12	C.4W1	20	20		ARHLTL_English
ENGU901.S/08	Friday	12:05	12:55	2-6, 8-12	C.4W2	24	20		ARHLTL_English
ENGU901.S/09	Friday	13:05	13:55	2-6, 8-12	P.C2	30	20		ARHLTL_English
ENGU901.S/10	Friday	14:05	14:55	2-6, 8-12	C.2B44	20	20		ARHLTL_English
ENGU901.S/11	Friday	14:05	14:55	2-6, 8-12	C.2V3	20	20		ARHLTL_English
ENGU901.S/12	Friday	15:05	15:55	2-6, 8-12	C.2X4	32	20		ARHLTL_English
ENGU901.S/13	Friday	15:05	15:55	2-6, 8-12	C.4W1	20	20		ARHLTL_English
ENGU901.S/14	Friday	15:05	15:55	2-6, 8-12	C.2B44	20	20		ARHLTL_English
ENGU903.L#	Thursday	13:05	13:55	1-6, 8-12	P.PLT	210	181	Angus Vine/Katie Halsey	ARHLTL_English
ENGU903.L#	Tuesday	12:05	12:55	1-6, 8-12	P.PLT	210	181	Angus Vine/Katie Halsey	ARHLTL_English
ENGU903.S/01	Monday	10:05	10:55	1-6, 8-12	C.2B74*	26	20		ARHLTL_English
ENGU903.S/02	Friday	09:05	09:55	1-6, 8-12	P.SC2*	20	20		ARHLTL_English
ENGU903.S/03	Friday	09:05	09:55	1-6, 8-12	C.3B145*	18	18		ARHLTL_English
ENGU903.S/04	Friday	10:05	10:55	1-6, 8-12	P.SC2*	20	20		ARHLTL_English
ENGU903.S/05	Friday	11:05	11:55	1-6, 8-12	P.SC2*	20	20		ARHLTL_English
ENGU903.S/06	Friday	12:05	12:55	1-6, 8-12	P.SC2*	20	20		ARHLTL_English
ENGU903.S/07	Friday	12:05	12:55	1-6, 8-12	C.2B46	20	20		ARHLTL_English
ENGU903.S/08	Friday	15:05	15:55	1-6, 8-12	C.2W5*	20	20		ARHLTL_English
ENGU903.S/09	Friday	16:05	16:55	1-6, 8-12	P.C2	30	20		ARHLTL_English
ENGU903.S/10	Friday	16:05	16:55	1-6, 8-12	C.3B129*	28	20		ARHLTL_English
ENGU903.S/11	Friday	16:05	16:55	1-6, 8-12	C.2W5*	20	20		ARHLTL_English
ENGU903.S/12	Friday	16:05	16:55	1-6, 8-12	P.D2*	20	20		ARHLTL_English
ENGU9BW.S#	Monday	14:05	15:55	1-6, 8-12	C.2B86	40	20	Frances Sessford	ARHLTL_English
ENGU9C2.S/01	Monday	10:05	10:55	1-6, 8-12	P.SC1	36	20	Liam Bell/Chris Powici	ARHLTL_English
ENGU9C2.S/02	Tuesday	12:05	12:55	1-6, 8-12	P.C1	30	20	Chris Powici/Liam Bell	ARHLTL_English
ENGU9G2.S/01	Wednesday	10:05	11:55	5-6, 8-12	C.2B46	20	20	Angus Vine	ARHLTL_English
ENGU9G2.S/01	Wednesday	10:05	11:55	2	P.SC2*	20	0		ARHLTL_English
ENGU9G2.S/01	Wednesday	10:05	11:55	1, 3-4	P.C1	30	0		ARHLTL_English
ENGU9G2.S/02	Thursday	15:05	16:55	1-6, 8-12	C.2W5*	20	20	Angus Vine	ARHLTL_English
ENGU9HA.L#	Monday	10:05	10:55	1-6, 8-12	C.LTA5	92	70	Angus Vine/Stephen Penn	ARHLTL_English
ENGU9HA.S/01	Monday	11:05	11:55	1-6, 8-12	C.2W5*	20	18	Stephen Penn/Angus Vine	ARHLTL_English
ENGU9HA.S/02	Monday	15:05	15:55	1-6, 8-12	C.3B145*	18	18	Stephen Penn/Angus Vine	ARHLTL_English
ENGU9HA.S/03	Monday	16:05	16:55	1-6, 8-12	C.3B145*	18	18	Stephen Penn/Angus Vine	ARHLTL_English
ENGU9HA.S/04	Tuesday	10:05	10:55	1-6, 8-12	P.D2*	20	18	Stephen Penn/Angus Vine	ARHLTL_English
ENGU9HB.L#	Thursday	12:05	12:55	1-6, 8-12	P.LTA96	75	40	Katie Halsey	ARHLTL_English
ENGU9HB.S/01	Wednesday	09:05	09:55	1-6, 8-12	P.D2*	20	15	Katie Halsey	ARHLTL_English
ENGU9HB.S/02	Friday	09:05	09:55	1-6, 8-12	P.D2*	20	15	Katie Halsey	ARHLTL_English
ENGU9HB.S/03	Friday	17:05	17:55	1-6, 8-12	P.SC2*	20	15	Katie Halsey	ARHLTL_English
ENGU9HC.L#	Thursday	15:05	15:55	1-6, 8-12	P.LTA96	75	60		ARHLTL_English
ENGU9HC.S/01	Monday	09:05	09:55	1-6, 8-12	C.2W5*	20	20		ARHLTL_English
ENGU9HC.S/02	Monday	13:05	13:55	1-6, 8-12	C.2B74*	26	20		ARHLTL_English
ENGU9HC.S/03	Friday	12:05	12:55	1-6, 8-12	C.2W5*	20	20		ARHLTL_English
ENGU9HD.L#	Friday	11:05	11:55	1-6, 8-12	P.LTA96	75	60	Kirstie Blair	ARHLTL_English
ENGU9HD.S/01	Monday	14:05	14:55	1-6, 8-12	P.D2*	20	20	Kirstie Blair	ARHLTL_English
ENGU9HD.S/02	Monday	16:05	16:55	1-6, 8-12	C.3B129*	28	20	Kirstie Blair	ARHLTL_English
ENGU9HD.S/03	Tuesday	12:05	12:55	1-6, 8-12	C.4W5	24	20	Kirstie Blair	ARHLTL_English
ENGU9HD.S/04	Tuesday	16:05	16:55	1-6, 8-12	P.D2*	20	20	Kirstie Blair	ARHLTL_English
ENGU9HE.L#	Thursday	09:05	09:55	2-6, 8-12	P.LTA96	75	63		ARHLTL_English
ENGU9HE.S/01	Monday	09:05	09:55	1-6, 8-12	P.D2*	20	20		ARHLTL_English
ENGU9HE.S/02	Monday	13:05	13:55	1-6, 8-12	P.SC2*	20	20		ARHLTL_English
ENGU9HE.S/03	Friday	12:05	12:55	1-6, 8-12	P.D2*	20	20		ARHLTL_English
ENGU9HL.L#	Tuesday	14:05	14:55	1-6, 8-12	P.LTA96	75	40	Stephen Penn	ARHLTL_English
ENGU9HL.S/01	Thursday	12:05	12:55	1-6, 8-12	C.2W5*	20	20	Andrew Smith/Stephen Penn	ARHLTL_English
ENGU9HL.S/02	Thursday	13:05	13:55	1-6, 8-12	C.2B38	28	20	Andrew Smith/Stephen Penn	ARHLTL_English
ENGU9L2.L#	Monday	15:05	15:55	1-6, 8-12	C.2B74*	26	16	Bethan Benwell	ARHLTL_English
ENGU9L2.S#	Wednesday	10:05	11:55	1-6, 8-12	P.D2*	20	20	Bethan Benwell	ARHLTL_English
ENGU9N2.S/01	Friday	10:05	11:55	1-6, 8-12	C.2W5*	20	20	Suzanne Gilbert	ARHLTL_English
ENGU9N2.S/02	Friday	14:05	15:55	1-6, 8-12	P.D2*	20	20	Suzanne Gilbert	ARHLTL_English
ENMP005.L#	Thursday	09:30	12:30	2-3, 5-6, 8-12	C.2B87	48	32	Nick Hanley/Frans De Vries	NATBES ES_PG
ENMP005.S#	Wednesday	14:05	15:55	5-6, 8-11	C.A1	42	42	Nick Hanley/Frans De Vries	NATBES ES_PG
ENMP04.L#	Wednesday	09:05	12:55	1-3, 5-6, 8-12	C.3A142	40	18		NATBES ES_PG
ENMP22.S#	Friday	09:05	16:55	2, 6, 8-12	C.3A142	40	20		NATBES ES_PG
ENVU1GE.L#	Monday	17:05	17:55	2-6, 8-12	C.LTB4	179	140	Eileen Tisdall/Andrew Tyler	NATBES ES UG
ENVU1GE.L#	Thursday	12:05	12:55	1-6, 8-12	C.LTA4	237	235	Eileen Tisdall/Andrew Tyler	NATBES ES UG
ENVU1GE.L#	Wednesday	11:05	11:55	1-6, 8-12	C.LTLogie	350	140	Andrew Tyler/Eileen Tisdall	NATBES ES UG
ENVU3EC.L#	Monday	14:05	14:55	1-6, 8-12	C.LTA4	237	237	Richard Tipping	NATBES ES UG
ENVU3EC.L#	Tuesday	09:05	09:55	1-6, 8-12	C.LTA4	237	237	Richard Tipping	NATBES ES UG
ENVU3EC.L#	Tuesday	17:05	17:55	1-6, 8-12	C.LTA4	237	237	Richard Tipping	NATBES ES UG
ENVU5A5.CL#	Monday	09:05	12:55	05-Jun	C.1A11	60	60	Alistair Jump	NATBES ES UG
ENVU5A5.L#	Friday	13:05	13:55	1-6, 8-12	C.LTB4	179	142		NATBES ES UG
ENVU5A5.L#	Tuesday	11:05	11:55	1-6, 8-12	C.LT2V1	142	142	Alistair Jump	NATBES ES UG
ENVU5A5.L#	Wednesday	12:05	12:55	1-6, 8-12	C.LT2V1	142	142		NATBES ES UG
ENVU5S5.CL#	Tuesday	14:05	17:55	6	C.1A11	60	60		NATBES ES UG
ENVU5S5.L#	Friday	15:05	15:55	1-6, 8-12	C.LTA5	92	60		NATBES ES UG
ENVU5S5.L#	Thursday	10:05	10:55	1-6, 8-12	C.LTA4	237	34		NATBES ES UG
ENVU5S5.L#	Tuesday	14:05	14:55	1-6, 8-12	C.LTA5	92	32		NATBES ES UG
ENVU7EE.S#	Monday	11:05	11:55	2, 4-6	C.4U5	50	26	Clare Wilson	NATBES ES UG
ENVU7SE.CL#	Thursday	09:05	13:55	5	C.2A17	43	34	David Copplestone	NATBES ES UG
ENVU7SE.L#	Friday	12:05	12:55	01-Jun	C.2B86	40	40	David Copplestone	NATBES ES UG
ENVU7SE.L#	Monday	13:05	13:55	01-Jun	C.2B87	48	40	David Copplestone	NATBES ES UG
ENVU7WM.L#	Friday	15:05	15:55	08-Dec	C.2B129#	30	30	David Oliver	NATBES ES UG
ENVU7WM.L#	Monday	13:05	13:55	08-Nov	C.2V2	30	30	David Oliver	NATBES ES UG
ENVU7WM.L#	Monday	13:05	14:55	12	C.3V2	34	30	David Oliver	NATBES ES UG
ENVU9EP.L#	Friday	13:05	13:55	08-Dec	C.4U5	50	12	Richard Quilliam	NATBES ES UG
ENVU9EP.L#	Monday	15:05	15:55	08-Dec	C.4U5	50	16	Richard Quilliam	NATBES ES UG
ENVU9GA.CL#	Friday	14:05	16:55	03-Jun	C.3B151	250	25	Ian Simpson	NATBES ES UG
ENVU9GA.L#	Friday	10:05	11:55	1-6, 8-12	C.2B129#	30	25	Ian Simpson	NATBES ES UG
ENVU9GL.L#	Friday	14:05	14:55	1-2, 4-6, 8-10	C.LTA4	237	47		NATBES ES UG
ENVU9GL.L#	Tuesday	12:05	12:55	1-6, 8-10	C.2B76	30	28		NATBES ES UG
ENVU9RE.L#	Thursday	14:05	14:55	01-Jun	C.3V2	34	5	Alistair Jump/Daisy Dent/Nigel Willby	NATBES ES UG
ENVU9RE.L#	Tuesday	10:05	10:55	01-Jun	C.3B139*	14	10	Alistair Jump/Daisy Dent/Nigel Willby	NATBES ES UG
ENVU9RE.L#	Tuesday	13:05	13:55	01-Jun	C.2B40*	12	12	Alistair Jump/Daisy Dent/Nigel Willby	NATBES ES UG
EUCU9AA.L#	Friday	11:05	11:55	1-6, 8-12	P.PLT	210	150	Antonio Sanchez	ARHLTL_GCC
EUCU9AA.S/01	Monday	11:05	11:55	2-6, 8-12	P.E26	20	15	Bill Marshall	ARHLTL_GCC
EUCU9AA.S/02	Monday	12:05	12:55	2-6, 8-12	P.E9	18	15	Bill Marshall	ARHLTL_GCC
EUCU9AA.S/03	Monday	15:05	15:55	2-6, 8-12	P.E26	20	15	Bill Marshall	ARHLTL_GCC
EUCU9AA.S/04	Tuesday	10:05	10:55	2-6, 8-12	P.E26	20	15	Antonio Sanchez	ARHLTL_GCC
EUCU9AA.S/05	Tuesday	11:05	11:55	2-6, 8-12	P.E9	18	15	Ext TA GCC	ARHLTL_GCC
EUCU9AA.S/06	Tuesday	13:05	13:55	2-6, 8-12	P.E9	18	15	Ext TA GCC	ARHLTL_GCC
EUCU9AA.S/07	Tuesday	15:05	15:55	2-6, 8-12	P.E26	20	15	Antonio Sanchez	ARHLTL_GCC
EUCU9AA.S/08	Tuesday	16:05	16:55	2-6, 8-12	P.E26	20	15	Antonio Sanchez	ARHLTL_GCC
EUCU9C5.S#	Wednesday	11:05	12:55	1-6, 8-12	.Staff Office	10000	8	Antonio Sanchez	ARHLTL_GCC
EUCU9C7.L#	Thursday	09:05	09:55	1-4, 6, 8-12	P.PLT	210	68	Fiona Barclay	ARHLTL_GCC
EUCU9C7.L#	Thursday	09:05	09:55	5	C.LTW1	94	69	Fiona Barclay	ARHLTL_GCC
EUCU9C7.L#	Tuesday	14:05	14:55	1-6, 8-12	P.D2*	20	20		ARHLTL_GCC
EUCU9C7.S/01	Tuesday	16:05	16:55	1-6, 8-12	C.2A11	26	10	Fiona Barclay	ARHLTL_GCC
EUCU9C7.S/02	Wednesday	09:05	09:55	1-6, 8-12	C.2B40*	12	10	Fiona Barclay	ARHLTL_GCC
EUCU9C7.S/03	Thursday	13:05	13:55	1-6, 8-12	C.2B40*	12	10	Fiona Barclay	ARHLTL_GCC
EUCU9CC.L#	Monday	13:05	13:55	1-6, 8-12	P.LTA96	75	75	Elizabeth Ezra	ARHLTL_GCC
EUCU9CC.S/01	Monday	10:05	10:55	2-6, 8-12	P.E26	20	20	Elizabeth Ezra	ARHLTL_GCC
EUCU9CC.S/02	Monday	14:05	14:55	2-6, 8-12	P.E26	20	20	Elizabeth Ezra	ARHLTL_GCC
EUCU9CC.S/03	Thursday	12:05	12:55	2-6, 8-12	P.E26	20	20	Ext TA GCC	ARHLTL_GCC
EUCU9CC.S/04	Thursday	16:05	16:55	2-6, 8-12	P.E26	20	20	Ext TA GCC	ARHLTL_GCC
FINU9FB.L#	Thursday	16:05	17:55	1-2, 4-6, 8-12	C.LTA5	92	35	Dionysia Dionysiou	MGTACF UG
FINU9FB.S/01	Thursday	14:05	14:55	3-6, 8-12	C.2A9	26	20	Dionysia Dionysiou	MGTACF UG
FINU9FB.S/01	Thursday	14:05	14:55	2	C.4W3	20	20	Dionysia Dionysiou	MGTACF UG
FINU9FB.S/02	Thursday	15:05	15:55	2-6, 8-12	C.4W6	24	24	Dionysia Dionysiou	MGTACF UG
FINU9FS.L#	Tuesday	16:05	17:55	1	C.2A87	60	40		MGTACF UG
FINU9FS.L#	Wednesday	11:05	12:55	2-6, 8-12	C.2B87	48	40	Costas Gavriilidis/Lazaros Symeonidis/Patrick Herbst	MGTACF UG
FINU9FS.S/01	Tuesday	15:05	15:55	3-6, 8-12	C.2B76	30	20	Costas Gavriilidis/Lazaros Symeonidis/Patrick Herbst	MGTACF UG
FINU9FS.S/02	Tuesday	16:05	16:55	3-6, 8-12	C.2B85#	60	20	Costas Gavriilidis/Lazaros Symeonidis/Patrick Herbst	MGTACF UG
FINU9PF.L#	Friday	11:05	12:55	1-6, 8, 10-12	C.LTB4	179	69	Alan Goodacre	MGTACF UG
FINU9PF.S/01	Wednesday	09:05	09:55	2-6, 8-12	C.2B87	48	40	Alan Goodacre	MGTACF UG
FINU9PF.S/02	Wednesday	12:05	12:55	2-6, 8-12	C.4B128	30	30	Alan Goodacre	MGTACF UG
FINU9QA.CL/01	Monday	12:05	13:55	3-6, 8-9	C.2B43	21	21	Kate Howie	MGTACF UG
FINU9QA.CL/02	Monday	16:05	17:55	3-6, 8-9	C.2B43	21	21	Kate Howie	MGTACF UG
FINU9QA.CL/03	Wednesday	11:05	12:55	3-6, 8-9	C.2B43	21	21	Kate Howie	MGTACF UG
FINU9QA.CL/04	Thursday	09:05	10:55	3-6, 8-9	C.2B43	21	21	Kate Howie	MGTACF UG
FINU9QA.CL/05	Friday	09:05	10:55	3-6, 8-9	C.2B43	21	21	Kate Howie	MGTACF UG
FINU9QA.L#	Monday	11:05	11:55	1-6, 8-12	C.LTA5	92	91	Andrew Hoyle/Kate Howie	MGTACF UG
FINU9QA.L#	Monday	15:05	15:55	1-6, 8-12	C.LTB4	179	91	Kate Howie/Andrew Hoyle	MGTACF UG
FINU9QA.L#	Thursday	11:05	11:55	2-6, 8-12	C.LTB3	112	91	Andrew Hoyle/Kate Howie	MGTACF UG
FINU9QA.L#	Thursday	11:05	11:55	1	C.LT2V1	142	92		MGTACF UG
FINU9QA.L#	Wednesday	10:05	10:55	1-6, 8-12	C.LTW1	94	91	Andrew Hoyle/Kate Howie	MGTACF UG
FINU9TR.L#	Thursday	11:05	12:55	1-6, 8-12	C.2B40*	12	10	Chris Coles/Kevin Campbell	MGTACF UG
FMSPP03.S#	Wednesday	09:05	10:55	1-6, 8-12	.Staff Office	10000	10	Elizabeth Ezra	ARHCMC_PG
FMSPP09.S#	Friday	09:05	10:55	1-6, 8-12	C.3B147#	18	15	Karen Boyle	ARHCMC_PG
FMSPP10.S#	Friday	13:05	14:55	1-6, 8-12	C.3B129*	28	15		ARHCMC_PG
FMSU9A5.L#	Monday	09:05	10:55	2-5, 8-11	P.D1*P.LTA96	54*75	54	Dario Sinforiani	ARHCMC UG
FMSU9A7.L#	Thursday	13:05	14:55	1-6, 8-12	C.LTB4	179	34		ARHCMC UG
FMSU9A7.S/01	Thursday	15:05	15:55	1-6, 8-11	C.3B146	18	18	Greg Singh	ARHCMC UG
FMSU9A7.S/02	Thursday	16:05	16:55	1-6, 8-11	C.2A19	30	18	Greg Singh	ARHCMC UG
FMSU9A7.S/03	Friday	10:05	10:55	1-6, 8-11	P.D2*	20	18	Greg Singh	ARHCMC UG
FMSU9A7.S/04	Friday	11:05	11:55	1-6, 8-11	P.D2*	20	18	Greg Singh	ARHCMC UG
FMSU9AB.L#	Tuesday	12:05	12:55	1-6, 8-12	P.LTA96	75	75		ARHCMC UG
FMSU9AB.S/01	Thursday	09:05	09:55	2-6, 8-12	P.D3	54	19	Dave Rolinson	ARHCMC UG
FMSU9AB.S/02	Thursday	11:05	11:55	2-6, 8-12	P.SC2*	20	19	Dave Rolinson	ARHCMC UG
FMSU9AB.S/03	Thursday	14:05	14:55	2-6, 8-10	P.SC3/4#	48	19	Dave Rolinson	ARHCMC UG
FMSU9AB.S/03	Thursday	14:05	14:55	11-Dec	C.A1	42	0		ARHCMC UG
FMSU9AB.S/04	Thursday	15:05	15:55	2-6, 8-10	P.SC3/4#	48	19	Dave Rolinson	ARHCMC UG
FMSU9AB.S/04	Thursday	15:05	15:55	11-Dec	C.2A9	26	20		ARHCMC UG
FMSU9C7.L#	Monday	10:05	11:55	2-6, 12	P.G18	24	20	Suzy Angus	ARHCMC UG
FMSU9CD.L#	Tuesday	10:05	11:55	1-6, 8-9	P.D14	8	8	Dario Sinforiani	ARHCMC UG
FMSU9M1.L#	Tuesday	16:05	17:55	1-6, 8-12	C.LTLogie	350	200	Katharina Lindner	ARHCMC UG
FMSU9M1.S/01	Monday	12:05	12:55	2-6, 8-12	C.2V2	30	20	Katharina Lindner	ARHCMC UG
FMSU9M1.S/02	Monday	11:05	11:55	2-6, 8-12	C.4W4	24	20	Katharina Lindner	ARHCMC UG
FMSU9M1.S/03	Tuesday	09:05	09:55	2-6, 8-12	C.4W5	24	20	Katharina Lindner	ARHCMC UG
FMSU9M1.S/04	Wednesday	12:05	12:55	1-6, 8-12	C.4W6	24	20	Katharina Lindner	ARHCMC UG
FMSU9M1.S/05	Thursday	11:05	11:55	1-6, 8-12	C.2X6	32	20		ARHCMC UG
FMSU9M1.S/06	Thursday	12:05	12:55	1-6, 8-12	C.4W6	24	20		ARHCMC UG
FMSU9M1.S/07	Friday	09:05	09:55	1-6, 8-12	C.4W3	20	20	Katharina Lindner	ARHCMC UG
FMSU9M1.S/08	Friday	12:05	12:55	1-6, 8-12	C.4W6	24	20	Katharina Lindner	ARHCMC UG
FMSU9M1.S/09	Friday	14:05	14:55	1-6, 8-12	C.2B38	28	20	Katharina Lindner	ARHCMC UG
FMSU9M1.S/10	Friday	15:05	15:55	1-6, 8-12	C.3V2	34	20	Katharina Lindner	ARHCMC UG
FMSU9M3.L#	Wednesday	10:05	11:55	1-6, 8-12	C.LTA4	237	135		ARHCMC UG
FMSU9M3.S/01	Thursday	10:05	10:55	1-6, 8-12	P.G18	24	22		ARHCMC UG
FMSU9M3.S/02	Thursday	11:05	11:55	1-6, 8-12	P.G18	24	22		ARHCMC UG
FMSU9M3.S/03	Thursday	14:05	14:55	1-6, 8-12	P.G18	24	22		ARHCMC UG
FMSU9M3.S/04	Thursday	15:05	15:55	1-6, 8-12	P.G18	24	22		ARHCMC UG
FMSU9M3.S/05	Thursday	16:05	16:55	1-6, 8-12	P.G18	24	22		ARHCMC UG
FMSU9M3.S/06	Friday	10:05	10:55	1-6, 8-12	P.G18	24	22		ARHCMC UG
FMSU9M3.S/07	Friday	11:05	11:55	1-6, 8-12	P.G18	24	22		ARHCMC UG
FMSU9M3.S/08	Friday	13:05	13:55	1-6, 8-12	P.G18	24	22		ARHCMC UG
FMSU9M3.S/09	Friday	14:05	14:55	1-6, 8-12	P.G18	24	22		ARHCMC UG
FMSU9M3.S/10	Friday	15:05	15:55	1-6, 8-12	P.G18	24	22		ARHCMC UG
FMSU9SC.L#	Tuesday	09:05	10:55	2-6, 8-12	P.D3	54	50		ARHCMC UG
FMSU9SC.S/01	Thursday	12:05	12:55	1-6, 8-12	P.G18	24	20	Katharina Lindner	ARHCMC UG
FMSU9SC.S/02	Thursday	13:05	13:55	1-6, 8-12	P.G18	24	20	Katharina Lindner	ARHCMC UG
FMSU9SC.S/03	Thursday	16:05	16:55	1-6, 8-12	P.A7	20	20	Katharina Lindner	ARHCMC UG
FMSU9SW.L#	Monday	12:05	13:55	1-6, 8-9, 11-12	C.LTB3	112	66	Sarah Neely	ARHCMC UG
FMSU9SW.S/01	Monday	14:05	14:55	1-6, 8-12	C.2B74*	26	18		ARHCMC UG
FMSU9SW.S/02	Monday	15:05	15:55	1-6, 8-12	C.2B48	28	18		ARHCMC UG
FMSU9SW.S/03	Monday	16:05	16:55	1-6, 8-12	P.G18	24	18		ARHCMC UG
FMSU9SW.S/04	Monday	17:05	17:55	1-6, 8-12	P.G18	24	18		ARHCMC UG
FREU9A1.L#	Wednesday	12:05	12:55	1-6, 8-12	P.PLT	210	90	Bill Marshall/Cristina Johnston/Elizabeth Ezra/Fiona Barclay/Jean-Michel Des Jacques	ARHLTL_French
FREU9A3.L#	Monday	11:05	11:55	2-6, 8-12	P.PLT	210	60	Brigitte Depret/Cristina Johnston/Elizabeth Ezra/Fiona Barclay	ARHLTL_French
FREU9PO.S#	Monday	12:05	13:55	1-6, 8-12	P.E26	20	18	Cristina Johnston	ARHLTL_French
